crown_id,confidence,Plot_ID,kmlgeometry
145,Medium,OSBS_034,"<Polygon><outerBoundaryIs><LinearRing><coordinates>86.6363811530755,3284718.90304885 86.9073852536967,3284718.50792849 86.9551652431255,3284716.07213245 85.7898037792183,3284716.16065203 84.3494103677222,3284716.17296119 84.0831055055023,3284717.11796772 84.63921118906,3284717.97738522 85.4024298413424,3284718.99215462 86.6363811530755,3284718.90304885</coordinates></LinearRing></outerBoundaryIs></Polygon>"
542,Medium,OSBS_034,"<Polygon><outerBoundaryIs><LinearRing><coordinates>88.8332796515897,3284719.11995801 90.0665596891195,3284718.95229746 90.0531342099421,3284717.3811943 90.0444076516433,3284716.35997724 89.4244110943982,3284716.05103171 88.3262972095981,3284715.98185459 87.2288546006894,3284715.99123273 86.9699337418424,3284717.80034593 87.460134190158,3284718.97457034 88.8332796515897,3284719.11995801</coordinates></LinearRing></outerBoundaryIs></Polygon>"
151,High,OSBS_034,"<Polygon><outerBoundaryIs><LinearRing><coordinates>102.010641390458,3284719.95009105 107.839460665477,3284719.74316822 108.109123179922,3284719.19093809 108.174357584852,3284718.7975763 108.167646115995,3284718.01202474 108.089659908204,3284716.91283857 108.082277291105,3284716.04873186 107.730601553922,3284715.03044489 107.515434950648,3284713.93243075 106.960002028558,3284713.15156731 105.993027937133,3284712.37422002 105.167932250653,3284712.14558685 104.276259858918,3284712.15320524 103.317339642264,3284712.31852004 102.568217107153,3284712.95340773 101.752518052701,3284713.82454699 101.141247243737,3284714.53681785 100.116421911283,3284715.01693961 100.125818748958,3284716.1167118 100.062598214427,3284716.74573911 100.072666266933,3284717.92406646 100.215887390485,3284718.62989076 101.118298418471,3284719.87915454 102.010641390458,3284719.95009105</coordinates></LinearRing></outerBoundaryIs></Polygon>"
408,Medium,OSBS_034,"<Polygon><outerBoundaryIs><LinearRing><coordinates>85.1793222723063,3284708.93826667 85.9304580421885,3284708.53904328 86.1974345942726,3284707.67259197 87.9780950204004,3284707.34313178 87.2908502772334,3284707.1918828 86.3938070803997,3284706.57106134 85.7038770603249,3284706.10559183 85.2230741867097,3284706.0311397 84.1948921304429,3284706.11848713 83.3045618511387,3284706.28321748 83.1068470230675,3284707.22763786 83.8707378232502,3284708.32096232 85.1793222723063,3284708.93826667</coordinates></LinearRing></outerBoundaryIs></Polygon>"
344,Medium,OSBS_034,"<Polygon><outerBoundaryIs><LinearRing><coordinates>92.2145782589214,3284705.42146869 93.0309484860627,3284704.62888389 92.8910830188543,3284704.31583547 92.2737709142384,3284704.32111039 90.9678714130423,3284704.01802583 90.214721356635,3284704.18158341 89.8778116272297,3284704.89151041 89.2698974208906,3284705.99655769 89.2779527400271,3284706.93921958 89.9732527300366,3284708.03313056 90.7949927340378,3284707.86898685 91.8204896245152,3284707.4674194 92.2145782589214,3284705.42146869</coordinates></LinearRing></outerBoundaryIs></Polygon>"
189,High,OSBS_034,"<Polygon><outerBoundaryIs><LinearRing><coordinates>116.991505273734,3284682.97704623 117.307473351306,3284687.8451218 117.928812755155,3284688.31117919 118.276461874484,3284688.85813553 118.82719766337,3284689.08911346 119.314711601648,3284689.94911856 119.795514883415,3284690.02357217 120.959537122224,3284689.7779459 121.639400897431,3284689.0650903 121.976984170382,3284688.43371949 122.036850950273,3284687.41191661 122.166650166735,3284686.54663811 122.090678374516,3284685.68311737 122.014706574846,3284684.81959664 121.938063724549,3284683.87752075 121.656991870841,3284683.09431292 119.458745077369,3284682.72028686 116.991505273734,3284682.97704623</coordinates></LinearRing></outerBoundaryIs></Polygon>"
358,Medium,OSBS_034,"<Polygon><outerBoundaryIs><LinearRing><coordinates>124.921000024071,3284687.78008411 125.103956331848,3284685.1074513 124.55456253828,3284685.03358336 123.927855025628,3284683.93908441 122.761819011706,3284683.9490449 122.215109301498,3284684.18939768 122.221819700964,3284684.97494918 122.45174814132,3284687.80117685 123.138993511733,3284687.952428 124.921000024071,3284687.78008411</coordinates></LinearRing></outerBoundaryIs></Polygon>"
466,High,OSBS_034,"<Polygon><outerBoundaryIs><LinearRing><coordinates>119.277519459487,3284701.65500809 120.787846974796,3284701.79922784 120.985565076931,3284700.85480823 120.841674040246,3284700.07042856 120.285570368113,3284699.21100933 119.79671475885,3284698.19389389 118.353634868748,3284697.891978 116.98384272668,3284698.13936242 116.439147087629,3284698.61538096 115.142642983585,3284699.41206572 115.287876613438,3284700.35355563 116.05377789709,3284701.68254767 117.498199528898,3284702.14157355 119.277519459487,3284701.65500809</coordinates></LinearRing></outerBoundaryIs></Polygon>"
503,High,OSBS_034,"<Polygon><outerBoundaryIs><LinearRing><coordinates>119.724098127685,3284697.72314891 120.334028935933,3284696.85376884 121.56731179147,3284696.68611183 121.972814046836,3284695.97559993 121.693084553757,3284695.34950241 120.728123206063,3284694.80781931 119.284371849848,3284694.42734814 118.190953631594,3284694.90805411 117.3745809471,3284695.70063699 116.834582734911,3284696.72654158 117.392700023018,3284697.8216261 119.724098127685,3284697.72314891</coordinates></LinearRing></outerBoundaryIs></Polygon>"
528,High,OSBS_034,"<Polygon><outerBoundaryIs><LinearRing><coordinates>121.982736126345,3284705.16713866 122.660585863225,3284704.21861763 122.922197028936,3284702.72372606 122.50595829956,3284702.1773555 121.545023861516,3284702.10700325 120.790531191858,3284702.11344845 119.485303387512,3284701.88891573 118.66356259241,3284702.05305732 117.98235767585,3284702.60880283 117.857256548654,3284704.02396748 118.6890632328,3284705.03815313 121.982736126345,3284705.16713866</coordinates></LinearRing></outerBoundaryIs></Polygon>"
