crown_id,confidence,Plot_ID,kmlgeometry
25,High,OSBS_036,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-124.248086858948,3285016.12261032 -123.437582410115,3285015.29632864 -122.824942258827,3285015.23255699 -122.213304566103,3285015.05174546 -121.446877817449,3285015.04518093 -120.886836437974,3285014.80628715 -120.842257242999,3285014.04509012 -120.848271941184,3285013.34285068 -120.859298884985,3285012.0554117 -120.916408715071,3285011.35360988 -121.07570882095,3285010.65268333 -121.438387050526,3285010.07054723 -122.057042255241,3285009.43207935 -122.621093755006,3285009.20281355 -123.39102956577,3285008.79973848 -123.959091046476,3285008.10231311 -124.573235315504,3285007.99052495 -125.596642045421,3285007.82371809 -126.517357252655,3285007.71455595 -126.925617203233,3285007.77657716 -127.230183075531,3285008.01328293 -127.584841568023,3285008.36746628 -128.241559548595,3285009.2509552 -128.897776158643,3285010.19296412 -129.251933258784,3285010.60566748 -129.907648429566,3285011.60619642 -129.800946719595,3285012.13200067 -129.022489337367,3285013.52991453 -128.557119301637,3285014.16969502 -127.937962699041,3285014.8666825 -126.752749861218,3285016.02701539 -124.248086858948,3285016.12261032</coordinates></LinearRing></outerBoundaryIs></Polygon>"
272,High,OSBS_036,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-120.934954026889,3285009.1883716 -119.922073106049,3285008.12625987 -119.926082857826,3285007.65810025 -120.031781694037,3285007.24933583 -120.443049018504,3285006.96023708 -121.063709227135,3285006.08768934 -121.676851117052,3285006.09294093 -122.084108685376,3285006.27200187 -122.48986254714,3285006.62662268 -122.893110210134,3285007.27384328 -122.987781989854,3285008.15251786 -122.163242388167,3285008.964795 -120.934954026889,3285009.1883716</coordinates></LinearRing></outerBoundaryIs></Polygon>"
56,High,OSBS_036,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-125.151886662061,3284994.12523489 -124.293794071942,3284992.8888759 -124.141009656712,3284992.82904301 -123.683658870868,3284992.53250447 -123.025937035738,3284991.76605577 -122.77447076817,3284991.29570797 -122.73139523156,3284990.35895109 -122.840101690905,3284989.59906699 -123.098084016819,3284989.30865542 -123.612043768109,3284988.9619121 -124.43107126106,3284988.79335452 -124.790742881247,3284988.56233823 -125.357301692362,3284988.04047278 -125.868254095491,3284988.04484928 -126.430301740125,3284988.04966345 -127.14112382778,3284988.58247019 -127.495782964397,3284988.93665351 -127.745244069782,3284989.64108123 -128.095893084013,3284990.46342419 -128.093386791414,3284990.75602396 -128.08636917104,3284991.5753033 -127.978163624066,3284992.27666741 -127.818361612561,3284993.03611381 -127.559376730816,3284993.44356518 -126.889625143027,3284994.08159511 -126.326074051089,3284994.25234077 -125.151886662061,3284994.12523489</coordinates></LinearRing></outerBoundaryIs></Polygon>"
622,High,OSBS_036,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-95.089948632638,3284999.86190917 -95.1465870850952,3284997.124635 -95.446016848553,3284997.05115006 -95.979457843292,3284996.78954674 -96.1164807608002,3284996.29640241 -96.0601781754522,3284995.11716289 -96.327061509015,3284994.96735042 -96.8588747599861,3284994.89585536 -96.6284447668004,3284994.66573564 -97.1986648461316,3284993.98617855 -97.6627805796452,3284994.06620157 -98.5587911318289,3284994.11189849 -99.1537439073436,3284994.42118853 -100.21574259433,3284994.46830693 -100.978311404004,3284994.58891023 -101.806624284829,3284994.78612543 -101.970333317353,3284995.05369834 -102.030867956812,3284995.73865652 -102.123297852231,3284996.57598556 -102.184158060991,3284997.22292209 -102.107343904267,3284998.43904618 -101.896111335023,3284999.84414137 -101.297251865733,3284999.99111091 -99.1397323387209,3284999.93461134 -96.2502373727039,3285000.06196658 -95.089948632638,3284999.86190917</coordinates></LinearRing></outerBoundaryIs></Polygon>"
176,High,OSBS_036,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-97.0879696073825,3285006.91353789 -95.9976580702933,3285006.29581081 -95.5013219466782,3285006.10143864 -95.1049041732913,3285005.86989762 -94.7097886487609,3285005.48627005 -94.4790332759731,3285005.294172 -94.0516968002776,3285004.79619525 -94.0543013141723,3285004.49202209 -94.0305450697197,3285003.38911013 -93.9726145136519,3285002.39997884 -93.88181189436,3285001.37254165 -93.7545560114668,3285000.72503666 -94.1265666125109,3284999.92970895 -94.4585427799029,3284999.93255153 -95.055774314329,3284999.97568985 -95.5846571996808,3285000.24638954 -96.2492606592132,3285000.17603151 -96.9132129828795,3285000.18171681 -97.6110140740057,3285000.11164313 -98.1093038992258,3285000.07788552 -98.9053955371492,3285000.16075131 -99.6350919336546,3285000.2430486 -100.432485893834,3285000.17382792 -101.031345341704,3285000.02685833 -101.861936945468,3284999.95792202 -102.091064357024,3285000.34012845 -102.085529309057,3285000.98649642 -102.013599035155,3285001.63229583 -101.908796748146,3285002.23978931 -101.635727299727,3285003.11201292 -101.26176272158,3285004.13547027 -101.058344449033,3285004.62804599 -100.619938286836,3285005.42280493 -100.017497700872,3285005.98801264 -99.2135925158509,3285006.81766625 -98.2824319162173,3285006.99981486 -97.0879696073825,3285006.91353789</coordinates></LinearRing></outerBoundaryIs></Polygon>"
180,High,OSBS_036,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-100.215368818142,3285010.02029701 -99.8300211464521,3285008.49601987 -99.6656611057697,3285008.30449027 -99.168673969165,3285008.18616122 -99.0078953085467,3285007.57639352 -99.2767318868428,3285007.19845125 -99.5449173166417,3285006.89655228 -99.8781956186867,3285006.74730845 -100.609845099389,3285006.60147594 -101.007890679757,3285006.64290893 -101.206099498202,3285006.75867954 -101.503901101998,3285006.87530299 -101.868097891565,3285006.99249502 -101.965411541169,3285007.25949938 -102.093643637374,3285007.79293955 -102.053608614311,3285008.59110983 -101.982655148371,3285009.12284431 -101.479807446187,3285009.68890478 -100.215368818142,3285010.02029701</coordinates></LinearRing></outerBoundaryIs></Polygon>"
44,High,OSBS_036,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-91.0827768381569,3285010.32234113 -90.9337177258567,3285008.34379433 -91.0059728859924,3285007.65997322 -91.3418554845266,3285007.20655598 -91.5088201274048,3285007.09391229 -91.8739936755737,3285007.09703905 -92.4064574356307,3285006.94950051 -92.9040958123514,3285006.99178596 -93.3665832159459,3285007.26191705 -93.8612915012636,3285007.64639736 -93.8573847337393,3285008.1026571 -93.8873266839655,3285008.48315781 -94.0158847099519,3285008.97857624 -93.9751991353696,3285009.85278982 -93.9403737254906,3285010.04261379 -93.47137519432,3285010.53291558 -92.5096219028346,3285010.41060724 -91.0827768381569,3285010.32234113</coordinates></LinearRing></outerBoundaryIs></Polygon>"
354,High,OSBS_036,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-93.7489917943603,3285013.00688085 -93.8075734045124,3285013.91996886 -93.5400394202443,3285014.14582467 -92.7768207677873,3285014.10126514 -92.0149043471902,3285013.90461908 -91.2835810261313,3285014.01243048 -91.2555923453183,3285013.40379991 -90.9613719230401,3285012.86893862 -90.9333832178963,3285012.26030805 -90.8738246990251,3285011.461285 -90.9809051994234,3285010.5876399 -91.2803345741704,3285010.51415486 -91.8446935208049,3285010.51898712 -92.7397260764847,3285010.67874854 -93.6373631198076,3285010.53433686 -93.9019671093556,3285010.65067586 -94.06014147104,3285011.56461664 -93.7489917943603,3285013.00688085</coordinates></LinearRing></outerBoundaryIs></Polygon>"
318,High,OSBS_036,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-91.2803254664759,3285014.39264694 -90.9258864392759,3285017.01329798 -90.5929341195151,3285017.12452043 -90.1613657686394,3285017.1208252 -89.6637278378475,3285017.07853986 -89.0671483069309,3285016.95935851 -88.6733351804432,3285016.42364456 -88.2769176492002,3285016.19210378 -88.0481156691676,3285015.77187599 -88.0211034562089,3285015.04918049 -88.0282654449693,3285014.21270429 -88.0650440126774,3285013.79475043 -88.0712293666438,3285013.07233917 -88.4699258403853,3285013.03772842 -89.1351795827504,3285012.8913267 -90.03151418583,3285012.89900132 -90.4966058306163,3285012.86495914 -90.9262210171437,3285013.09678424 -91.0863489097683,3285013.78259511 -91.2803254664759,3285014.39264694</coordinates></LinearRing></outerBoundaryIs></Polygon>"
142,High,OSBS_036,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-86.1275323442533,3285019.06355756 -85.9625284962822,3285015.06957939 -86.0292491771397,3285015.03212622 -86.1955625704722,3285014.99552575 -86.793118855916,3285015.000642 -87.2572337719612,3285015.08066462 -87.6198027054197,3285015.38796441 -87.8814767342992,3285015.84649808 -88.2108480586321,3285016.15351365 -88.6056378581561,3285016.57516265 -88.9011604785337,3285016.9579373 -88.992288911948,3285017.94735281 -88.9896845228504,3285018.25152597 -88.9203594626742,3285018.5931523 -88.4852101530414,3285019.00769524 -87.6552711621043,3285019.00058921 -86.1275323442533,3285019.06355756</coordinates></LinearRing></outerBoundaryIs></Polygon>"
