crown_id,confidence,Plot_ID,kmlgeometry
461,High,OSBS_042,"<Polygon><outerBoundaryIs><LinearRing><coordinates>30.928062607185,3285170.96951564 31.3574294827995,3285170.09003604 31.7938028227072,3285170.02372043 31.8992582277278,3285169.58492178 32.0020188805065,3285168.83336775 31.9966293611797,3285168.20785701 31.9869282287546,3285167.08193768 31.7679330712417,3285167.02126886 31.385634710663,3285167.02456283 30.95033916994,3285167.2159806 30.7340388025623,3285167.46806718 30.4642023179331,3285167.84572649 30.1943658505916,3285168.2233858 29.9823772262898,3285168.97588099 29.9353086758056,3285169.85206661 30.1077741947956,3285170.85147208 30.928062607185,3285170.96951564</coordinates></LinearRing></outerBoundaryIs></Polygon>"
597,High,OSBS_042,"<Polygon><outerBoundaryIs><LinearRing><coordinates>25.6730815301999,3285175.95669719 27.7435630636173,3285175.37585503 28.0144772171043,3285175.1232978 28.500613600947,3285174.49355179 28.8748271519435,3285173.55199159 28.9775875557098,3285172.80043753 28.8056609267951,3285171.86358315 28.358508217847,3285170.67887738 27.6961331168422,3285169.87136042 27.1446029414656,3285169.25055555 25.5537888990948,3285168.45103876 24.3474289494916,3285167.89843227 23.3659930819413,3285168.09455638 22.3326382283121,3285168.60390656 21.7891928232275,3285168.92136807 21.35389750998,3285169.11278623 20.4865410245839,3285169.87092904 20.1101719561266,3285170.56228523 20.1231084100436,3285172.06351105 20.3609691716847,3285174.31346729 20.7481184388744,3285174.87313262 22.2827009216417,3285175.4854661 24.3088093037368,3285176.09356435 25.6730815301999,3285175.95669719</coordinates></LinearRing></outerBoundaryIs></Polygon>"
15,High,OSBS_042,"<Polygon><outerBoundaryIs><LinearRing><coordinates>42.1083111658809,3285169.05907316 43.3579674272914,3285168.29763849 44.0636389222927,3285167.7911133 44.1674781757174,3285167.16466156 44.1031642173766,3285166.03921275 43.988008380984,3285165.35209197 43.7122436622158,3285165.04168913 42.8362631435739,3285164.79901299 42.0695107121719,3285164.55539589 41.4087529801182,3285163.93553136 40.5354668386281,3285164.00561076 40.2720967999776,3285165.1338827 40.2742524201167,3285165.38408699 40.4483337769052,3285166.57114581 41.1647832650342,3285167.31564191 41.8817715537734,3285168.12268912 42.1083111658809,3285169.05907316</coordinates></LinearRing></outerBoundaryIs></Polygon>"
106,High,OSBS_042,"<Polygon><outerBoundaryIs><LinearRing><coordinates>46.2514339964837,3285168.14759972 47.8325469582342,3285167.8212001 47.993694781966,3285167.50703327 48.1510705882101,3285166.75500894 48.6896670792485,3285165.87458908 49.0114239904215,3285165.18370439 48.5707395134959,3285164.74961075 47.8559069664916,3285164.1927674 47.4725307947956,3285164.07095867 46.8171620274079,3285164.07660456 45.9984899400733,3285164.14621304 45.4539659316652,3285164.33857124 45.1305925764609,3285164.84180281 44.9748335780459,3285165.78148041 44.9769890935859,3285166.0316847 45.1478366707452,3285166.84343714 45.6469073825283,3285167.71491767 46.2514339964837,3285168.14759972</coordinates></LinearRing></outerBoundaryIs></Polygon>"
39,High,OSBS_042,"<Polygon><outerBoundaryIs><LinearRing><coordinates>48.4661719310097,3285171.63164019 50.097587667522,3285170.80436182 50.0927380069625,3285170.24140216 50.0343520141905,3285169.80401513 50.5718707964988,3285168.79849321 50.8957831149455,3285168.35781286 50.6740938604344,3285167.98438832 50.1225649134722,3285167.36358235 49.6818805633229,3285166.92948866 49.0281285361852,3285167.12278764 48.4316848785966,3285167.62837153 48.1607700929744,3285167.88092825 47.4583316218923,3285168.76275961 46.8651213358389,3285169.64365003 46.8672768120887,3285169.89385432 46.9337459639646,3285171.26950744 48.4661719310097,3285171.63164019</coordinates></LinearRing></outerBoundaryIs></Polygon>"
112,High,OSBS_042,"<Polygon><outerBoundaryIs><LinearRing><coordinates>52.7188696734374,3285177.09990804 54.0826031707693,3285176.90049328 54.0788313600351,3285176.46263577 54.0723653997993,3285175.7120229 54.0691324202344,3285175.33671646 54.172433315136,3285174.64771375 54.1118921790039,3285173.96012241 53.9415841728332,3285173.21092091 53.8858924926026,3285173.08628922 53.6122835659189,3285173.02609045 52.9569153339835,3285173.03173599 52.6319254047703,3285173.34731414 52.0917124724365,3285174.0400806 51.7683391249739,3285174.54331199 51.1194371349411,3285175.29957052 50.8496001789463,3285175.67722932 50.9101415102486,3285176.36482065 51.2453693736461,3285177.23771284 52.7188696734374,3285177.09990804</coordinates></LinearRing></outerBoundaryIs></Polygon>"
261,High,OSBS_042,"<Polygon><outerBoundaryIs><LinearRing><coordinates>54.7085284073837,3285167.13641006 56.7281705521164,3285166.9939013 56.8887798227952,3285166.61718354 56.8839305114234,3285166.0542239 56.7136225940194,3285165.30502237 56.4313924633898,3285164.24400637 56.0480163971661,3285164.12219735 55.4461840696167,3285164.00227014 54.571281408309,3285163.88469523 53.9710655328818,3285163.95242132 53.1010123461019,3285164.39780617 52.7824881738052,3285165.46399716 52.8954881289974,3285165.90091374 53.2880243268446,3285167.08609088 54.7085284073837,3285167.13641006</coordinates></LinearRing></outerBoundaryIs></Polygon>"
530,High,OSBS_042,"<Polygon><outerBoundaryIs><LinearRing><coordinates>54.5279441118473,3285184.21567564 55.0151591820177,3285183.71103295 55.0649237165926,3285183.14760283 55.0616907614749,3285182.77229639 54.9968390942086,3285181.58429646 54.9925284869387,3285181.08388787 54.5004638403188,3285181.0255709 54.0657073220937,3285181.27953885 53.5222617037944,3285181.59699882 53.0323524163105,3285181.78888621 52.3239872419508,3285181.98265548 52.1082255487563,3285182.29729272 51.9470778428949,3285182.6114595 51.953005118703,3285183.29952131 52.1773882596171,3285183.98570124 54.5279441118473,3285184.21567564</coordinates></LinearRing></outerBoundaryIs></Polygon>"
338,High,OSBS_042,"<Polygon><outerBoundaryIs><LinearRing><coordinates>49.3955288366997,3285159.04993549 50.1574318260537,3285158.73059345 50.1488102514413,3285157.7297763 50.1455771615729,3285157.35446987 50.239178776159,3285155.53954785 50.5630914885551,3285155.09886751 50.9410794938449,3285154.59516564 51.0454581275117,3285154.03126505 50.8756885132752,3285153.34461468 50.6561543610878,3285153.22139443 49.9986295714043,3285152.97683582 50.0435444262694,3285151.85044607 49.6542405171786,3285151.04057547 47.9055107248132,3285150.93052871 47.5232118278509,3285150.93382212 46.3265508274781,3285151.50713253 45.8928710494074,3285151.88620292 44.8065162269631,3285152.58367466 44.5896763812634,3285152.77320988 43.5590136073297,3285153.59531339 43.124795116426,3285153.91183281 43.1361117423512,3285155.22540532 43.096047597006,3285156.91475478 42.9959804999526,3285157.97906403 43.0608334699646,3285159.1670639 45.3589361796621,3285159.6477113 46.9395114647923,3285159.25876052 49.3955288366997,3285159.04993549</coordinates></LinearRing></outerBoundaryIs></Polygon>"
594,High,OSBS_042,"<Polygon><outerBoundaryIs><LinearRing><coordinates>55.4232081986265,3285154.99444543 56.8977890897077,3285154.98174341 57.0048620664747,3285154.73059824 57.0557045107707,3285154.29227031 57.0513940387173,3285153.79186174 56.9383941458073,3285153.35494513 56.5539400945418,3285153.10803394 56.2781754484167,3285152.79763081 55.8910272861831,3285152.23796429 55.5617261116859,3285152.05313376 54.8517425318132,3285152.05924961 54.0860671807313,3285151.94073381 53.1587047630455,3285152.07383372 53.05540366075,3285152.76283642 53.0083331821952,3285153.63902188 53.0121050032321,3285154.07687937 53.0191098149517,3285154.8900433 53.4662604375044,3285156.07474997 54.8873047333327,3285156.18762028 55.4232081986265,3285154.99444543</coordinates></LinearRing></outerBoundaryIs></Polygon>"
203,High,OSBS_042,"<Polygon><outerBoundaryIs><LinearRing><coordinates>24.3071123322588,3285207.05741092 25.8414322347962,3285206.64387407 26.18747603253,3285206.24057653 26.1791979640257,3285205.27989012 26.0318125103367,3285204.40046552 25.8823575158603,3285203.28086931 25.5321745752008,3285203.20382365 25.1114031639881,3285203.0473231 24.5515243462869,3285202.9720844 23.5736334994435,3285203.06057403 22.4573251546826,3285203.31038281 22.043452381622,3285203.9544544 21.9126234519645,3285204.99640268 22.8240648233332,3285205.30880122 22.7603749890113,3285206.02991836 23.0447984306375,3285206.58790947 24.3071123322588,3285207.05741092</coordinates></LinearRing></outerBoundaryIs></Polygon>"
512,High,OSBS_042,"<Polygon><outerBoundaryIs><LinearRing><coordinates>34.806845901534,3285216.81470636 35.1508203481208,3285216.17123749 36.0546729348134,3285215.60300787 36.0498445388512,3285215.04260747 35.836010273546,3285214.56407099 35.5536569886026,3285214.24625118 35.272683238727,3285214.08854577 34.6429065041011,3285214.01390882 34.2242049815832,3285214.09757955 33.3162136166357,3285214.1854661 32.9681004511076,3285214.34859182 32.3417726970511,3285214.67424101 31.9971085605212,3285215.23765276 31.9341080209706,3285216.03882704 32.0095249601873,3285216.67868239 32.3631564187235,3285217.15601425 33.9009241137537,3285217.14276447 34.806845901534,3285216.81470636</coordinates></LinearRing></outerBoundaryIs></Polygon>"
132,High,OSBS_042,"<Polygon><outerBoundaryIs><LinearRing><coordinates>26.8156484273495,3285214.24147827 27.9312659244752,3285213.91161269 27.9264371246682,3285213.35121228 27.9243676392362,3285213.11104067 27.8496402792516,3285212.55124255 27.7742230837466,3285211.91138724 27.7707739379257,3285211.51110123 27.628217483114,3285211.19207702 27.3465537077282,3285210.9543146 27.1368579937844,3285210.95612149 26.9915421752958,3285210.31686848 26.7091885282425,3285209.99904888 26.2884173863567,3285209.84254829 25.5188431782299,3285209.76911646 24.4710543467663,3285209.85820835 24.0578715733718,3285210.58233707 23.9242831351003,3285211.30405652 23.7982831510017,3285212.9064052 25.1339441150194,3285213.77559042 26.8156484273495,3285214.24147827</coordinates></LinearRing></outerBoundaryIs></Polygon>"
