crown_id,confidence,Plot_ID,kmlgeometry
122,High,OSBS_030,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-70.3301732869586,3284798.04900312 -69.0085662007332,3284797.80436839 -69.0105774983531,3284797.57114868 -69.0105774983531,3284797.57114868 -69.117422551848,3284796.9889775 -69.121445150231,3284796.52253809 -69.1234564492479,3284796.28931838 -69.1274790468742,3284795.82287898 -69.1335129423533,3284795.12321987 -69.4409747206373,3284794.89263439 -69.6456140308874,3284794.77778069 -70.1587208109559,3284794.31573168 -70.5700107970042,3284793.85280461 -71.0770836451557,3284794.09041476 -71.6849676280399,3284794.44551288 -72.0892179178772,3284794.79885483 -72.9017411723034,3284795.03909936 -72.8896729093976,3284796.43841759 -72.5801997239469,3284796.90222268 -72.0640759119997,3284797.71410114 -71.246524476388,3284798.05690592 -70.3301732869586,3284798.04900312</coordinates></LinearRing></outerBoundaryIs></Polygon>"
91,High,OSBS_030,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-64.2505788959679,3284806.39310705 -62.526733724575,3284805.56191168 -61.5125887336326,3284805.08669216 -61.0075273433467,3284804.61586274 -60.9157662733924,3284803.44888622 -61.2262443635846,3284802.86847097 -61.6355225223815,3284802.63876329 -62.3552788757952,3284801.8286404 -62.4621235475643,3284801.24646915 -62.8774353082408,3284800.31710241 -63.2897303640493,3284799.73756523 -64.0074758226401,3284799.16066214 -65.6355388053344,3284799.29132056 -66.2444282826618,3284799.52980853 -66.4470562274219,3284799.64817448 -66.9491007471806,3284800.46883371 -67.1497174075339,3284800.82041937 -67.7545842226245,3284801.52534684 -68.1538061569445,3284802.46173792 -68.2445608427515,3284803.74532437 -67.6266209076275,3284804.55632495 -65.7828578111366,3284805.82322836 -64.2505788959679,3284806.39310705</coordinates></LinearRing></outerBoundaryIs></Polygon>"
294,High,OSBS_030,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-57.634991835861,3284782.42926189 -56.1117598049459,3284781.94965312 -56.1157818390639,3284781.48321373 -56.1187983643031,3284781.13338419 -56.1258369220886,3284780.31711526 -56.1298589544022,3284779.85067587 -56.1318699703552,3284779.61745618 -56.1419250481413,3284778.45135771 -56.2467585471459,3284778.10240613 -56.9614884172333,3284777.87533212 -57.4705733125447,3284777.87972192 -58.2861146766227,3284777.77013581 -60.322454288369,3284777.7876954 -60.8295280791936,3284778.02530506 -61.5382246760419,3284778.49789042 -61.7307973973802,3284779.78235475 -60.90419499774,3284781.17464894 -59.2690905503696,3284781.86026022 -57.634991835861,3284782.42926189</coordinates></LinearRing></outerBoundaryIs></Polygon>"
218,High,OSBS_030,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-63.7135878108675,3284774.20176427 -62.2901607537642,3284773.9562524 -62.0895434263512,3284773.60466685 -61.7941480127047,3284772.43593437 -61.089473258995,3284771.49690961 -61.0955065980088,3284770.79725054 -61.1015399359167,3284770.09759146 -61.511824819725,3284769.7512739 -62.0249323538155,3284769.28922452 -63.1469311532564,3284769.06566291 -63.4543934944668,3284768.83507726 -64.4715585354134,3284768.9604673 -65.3869064949104,3284769.08497941 -66.303260044253,3284769.09288174 -67.113774060912,3284769.56634549 -67.3103688302799,3284770.38437052 -67.0986897772527,3284771.3154932 -66.9878221723484,3284772.36410378 -66.4716977222124,3284773.17598249 -65.5503164852271,3284773.75112937 -63.7135878108675,3284774.20176427</coordinates></LinearRing></outerBoundaryIs></Polygon>"
355,High,OSBS_030,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-77.9548954234924,3284775.84062406 -72.3549602982821,3284775.79232726 -72.3579773248639,3284775.44249772 -72.1563546615653,3284775.20752183 -72.0605716866557,3284774.50698463 -72.0635887025855,3284774.15715509 -72.0696227336884,3284773.45749599 -72.1784794661216,3284772.64210515 -72.2883418853162,3284771.71010446 -72.2933702517767,3284771.12705521 -72.6078724691179,3284770.08020087 -73.116957740509,3284770.08459138 -74.3407737761154,3284769.86190899 -75.5595613307087,3284770.22227598 -76.0636180377332,3284770.80971586 -76.8711143745459,3284771.63300988 -78.4861066939193,3284773.27959811 -78.4820837394218,3284773.74603751 -77.9548954234924,3284775.84062406</coordinates></LinearRing></outerBoundaryIs></Polygon>"
424,High,OSBS_030,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-55.8015420510201,3284794.30854111 -54.9870074169012,3284794.30151753 -54.8942400903325,3284793.25115095 -54.9002730902284,3284792.55149185 -55.1129562972346,3284791.50375911 -55.2208061673446,3284790.80497796 -55.3246340362821,3284790.57263621 -56.0464016775368,3284789.52929322 -56.4536691679386,3284789.53280504 -57.0645704058697,3284789.5380728 -58.0817336052423,3284789.66346232 -58.4839734125417,3284790.25002345 -58.6795628373511,3284791.1846582 -58.4678848263575,3284792.11578104 -57.6432947416906,3284793.27485575 -55.8015420510201,3284794.30854111</coordinates></LinearRing></outerBoundaryIs></Polygon>"
98,High,OSBS_030,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-55.1491543378215,3284787.30580457 -53.7307562378701,3284786.47724451 -53.3295215243706,3284785.77407371 -52.9252703291131,3284785.42073247 -52.9292922355235,3284784.95429308 -52.8355191251612,3284784.02053638 -53.1470027624164,3284783.32351107 -53.5562814407167,3284783.09380309 -54.2700054473826,3284782.98333876 -55.0855464010383,3284782.87375243 -56.0029043077375,3284782.7650441 -57.2247075231862,3284782.77557958 -57.9334039533278,3284783.24816472 -58.1299991023261,3284784.0661896 -58.2267883670283,3284784.65011681 -58.112905080663,3284786.04855701 -56.7802356611937,3284787.0866321 -55.1491543378215,3284787.30580457</coordinates></LinearRing></outerBoundaryIs></Polygon>"
100,High,OSBS_030,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-58.3595182587742,3284769.25761703 -56.1245705087204,3284768.65525271 -56.1265815162915,3284768.42203302 -55.9259638923686,3284768.07044759 -55.626545677078,3284767.36815469 -55.5307615852798,3284766.66761768 -55.5357890693704,3284766.08456845 -55.4389994607191,3284765.50064129 -55.0407805154682,3284764.44764093 -54.9409743950237,3284764.2135433 -55.0488244422013,3284763.51476218 -55.3593032400822,3284762.93434677 -55.6687765710521,3284762.47054122 -56.1828896757215,3284761.89188173 -56.7947979319142,3284761.78053958 -57.6093349355506,3284761.78756324 -58.7283177912468,3284761.9138307 -59.3382150055259,3284762.03570839 -60.760638091655,3284762.39782968 -61.4572690174682,3284764.26973315 -61.4512356702471,3284764.96939223 -61.1266788311768,3284767.18234531 -61.0198339810013,3284767.76451654 -60.1952419427689,3284768.92359109 -58.3595182587742,3284769.25761703</coordinates></LinearRing></outerBoundaryIs></Polygon>"
173,High,OSBS_030,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-74.0504079665989,3284768.11012692 -72.0251288875006,3284766.80985655 -71.9323628119892,3284765.75948983 -72.0442365893396,3284764.59426945 -72.6651959544397,3284763.43343954 -72.8708415371366,3284763.20197604 -73.7992638138239,3284761.81056081 -74.9222693301272,3284761.47039051 -76.8527719859849,3284761.95351431 -77.6582574834465,3284763.01002805 -78.0433998851804,3284765.5789573 -77.1099487504689,3284767.55342144 -74.0504079665989,3284768.11012692</coordinates></LinearRing></outerBoundaryIs></Polygon>"
472,High,OSBS_030,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-92.1614377978258,3284805.11779436 -90.9426545626484,3284804.75742543 -90.9446663224953,3284804.52420572 -90.9547251198674,3284803.35810714 -90.958748637815,3284802.89166772 -90.7661797680776,3284801.60720275 -90.9788662201026,3284800.55947058 -91.2873342095409,3284800.21227584 -92.0010575882043,3284800.10181394 -93.0202313428745,3284799.99398695 -93.4244807771174,3284800.3473297 -93.9305469656247,3284800.70155076 -94.7400516186026,3284801.29162648 -94.7360279453569,3284801.75806591 -94.7269746785751,3284802.80755463 -94.5183115726104,3284803.3888473 -93.9991686759749,3284804.55055436 -93.5868721566512,3284805.13009044 -92.1614377978258,3284805.11779436</coordinates></LinearRing></outerBoundaryIs></Polygon>"
