crown_id,confidence,Plot_ID,kmlgeometry
575,High,OSBS_008,"<Polygon><outerBoundaryIs><LinearRing><coordinates>67.1388109589461,3284310.13407626 67.703900376393,3284309.19120712 67.9430485493504,3284308.43876571 68.2673567251768,3284308.06076244 68.9225057646399,3284308.05505826 69.1624706222792,3284307.39640467 68.9069907820667,3284306.27309023 68.5818659526412,3284306.55730569 67.7572134288494,3284305.9079214 67.8333909683861,3284305.25069383 67.0987978882622,3284305.53847447 66.8563833208755,3284305.91576474 66.1193405058584,3284305.92218208 65.8671267424361,3284305.17401887 65.12926726765,3284305.08664847 64.8884859773098,3284305.65151437 64.8909358113306,3284305.93287774 64.9834453993826,3284307.15140599 64.9113511024625,3284308.27757254 65.4067959160311,3284308.74223321 65.8187138588401,3284309.02003137 66.2379811910796,3284310.14191966 67.1388109589461,3284310.13407626</coordinates></LinearRing></outerBoundaryIs></Polygon>"
2,High,OSBS_008,"<Polygon><outerBoundaryIs><LinearRing><coordinates>68.5897963849711,3284316.87467581 69.1516192408162,3284315.55665556 70.0459160004393,3284314.79851005 70.0410165758221,3284314.23578329 68.8945063885767,3284314.24576553 68.9723170763464,3284313.77611355 68.7233699865174,3284313.40310145 67.5768597116112,3284313.41308382 67.0036045733141,3284313.41807505 66.9282437547809,3284314.16909042 66.1912014833651,3284314.17550777 66.0306807286106,3284314.55208502 66.0355803554994,3284315.11481178 66.0412965877913,3284315.77132632 66.0461962162517,3284316.33405308 66.2148829779471,3284316.89535375 68.5897963849711,3284316.87467581</coordinates></LinearRing></outerBoundaryIs></Polygon>"
361,High,OSBS_008,"<Polygon><outerBoundaryIs><LinearRing><coordinates>73.1306870637345,3284321.05591103 73.2781432257034,3284319.17872921 73.5238238692982,3284319.17659024 73.9300254494883,3284318.79787414 74.0062032297719,3284318.14064661 74.2518838957185,3284318.13850766 74.7424286936875,3284318.04044198 74.9045827437658,3284317.85144044 74.8996835579164,3284317.28871369 74.8112577447901,3284316.53912434 74.6360391534399,3284315.22752122 74.1438611574122,3284315.13801131 73.3290081020095,3284315.61408013 72.9146409512032,3284315.05491833 72.578901143861,3284314.11989239 72.0883561868686,3284314.21795816 71.1891598819057,3284314.41337675 71.1105325454264,3284314.78924093 70.9500116386334,3284315.1658181 70.4627330098883,3284315.63903512 69.5635368425865,3284315.83445385 69.0762583006872,3284316.30767092 69.0852406756021,3284317.33933663 69.180199503433,3284318.83922829 69.2645427914103,3284319.11987865 69.4373122404795,3284320.15011833 69.5322710140026,3284321.65001 70.5190762248239,3284322.11039279 71.2536682786304,3284321.82261234 73.1306870637345,3284321.05591103</coordinates></LinearRing></outerBoundaryIs></Polygon>"
287,High,OSBS_008,"<Polygon><outerBoundaryIs><LinearRing><coordinates>79.9681029673084,3284316.21284451 79.8502839124994,3284312.08689468 79.4408159207087,3284312.09045939 78.9412893761182,3284311.15685916 78.2017974235932,3284310.88191234 78.1960819148226,3284310.22539781 77.7841643396532,3284309.94759921 76.8866006270982,3284310.33059291 76.8931327252649,3284311.08089523 76.9012978497776,3284312.01877314 76.9110960020917,3284313.14422663 77.0822317889542,3284313.98689082 77.2623491691193,3284315.86122072 79.9681029673084,3284316.21284451</coordinates></LinearRing></outerBoundaryIs></Polygon>"
165,High,OSBS_008,"<Polygon><outerBoundaryIs><LinearRing><coordinates>83.8424108026666,3284319.08675846 84.1634533598553,3284318.3336045 84.1585546386195,3284317.77087775 84.1520230114693,3284317.02057543 84.0627813640749,3284316.17719823 83.5706035008188,3284316.08768792 83.1611356579233,3284316.0912525 82.3405670360662,3284315.91080612 81.8508385616005,3284316.10265925 81.7820085639833,3284317.60397682 82.037486893998,3284318.72729153 82.0391198371071,3284318.91486711 83.8424108026666,3284319.08675846</coordinates></LinearRing></outerBoundaryIs></Polygon>"
95,High,OSBS_008,"<Polygon><outerBoundaryIs><LinearRing><coordinates>55.5503847905784,3284296.0719501 57.0941153733875,3284294.65158414 57.0892153338064,3284294.0888574 57.0794152569142,3284292.9634039 56.7461235562805,3284292.30974178 56.0885235316819,3284292.03408327 55.9919295157888,3284290.34661615 55.5013836274156,3284290.44468261 54.274610594206,3284290.64295498 53.7718142364174,3284289.33420466 52.3788034325698,3284289.25254011 50.1750221831608,3284290.11588516 49.9415918702725,3284291.5248415 50.3698454137193,3284293.67839495 50.8612078474835,3284293.67411605 51.9315434659366,3284294.3213597 52.6751207532943,3284295.06524379 53.9116936808568,3284295.99242474 55.5503847905784,3284296.0719501</coordinates></LinearRing></outerBoundaryIs></Polygon>"
114,High,OSBS_008,"<Polygon><outerBoundaryIs><LinearRing><coordinates>55.6886298955651,3284302.54259465 56.0809479011805,3284300.56948544 54.9254526527366,3284299.54780335 53.9394615066703,3284299.18120967 52.6275289130863,3284299.00504421 50.9904716473538,3284299.11309486 50.3377722488949,3284299.40016346 50.7537745578447,3284300.14690004 51.0051727154059,3284300.80127514 50.6808648846345,3284301.17927891 50.851186075015,3284301.92815496 51.3490819351282,3284302.67417841 53.1531928627519,3284302.93985269 55.6886298955651,3284302.54259465</coordinates></LinearRing></outerBoundaryIs></Polygon>"
110,High,OSBS_008,"<Polygon><outerBoundaryIs><LinearRing><coordinates>60.7840037958231,3284304.56171406 61.3433765096124,3284302.96233006 62.0787862587604,3284302.76833683 62.0730698213447,3284302.11182229 61.9838264368591,3284301.26844523 61.3278603493236,3284301.18036202 60.6669943764573,3284300.52955209 60.254259348847,3284300.15796632 59.1085643518018,3284300.26173731 58.3739711437374,3284300.54951853 57.482940649963,3284301.68281612 57.732705037808,3284302.14961578 57.8333821179694,3284304.3060219 58.6564020307269,3284304.76782989 60.7840037958231,3284304.56171406</coordinates></LinearRing></outerBoundaryIs></Polygon>"
289,High,OSBS_008,"<Polygon><outerBoundaryIs><LinearRing><coordinates>65.6739416957134,3284301.79908447 65.9786515877349,3284299.17017416 65.8148641958251,3284299.17160024 65.5691831085132,3284299.17373937 64.828873408027,3284298.80500561 64.6593697341159,3284298.14991718 64.2499012162443,3284298.15348243 63.2671767745051,3284298.1620391 63.3523369657923,3284298.5364772 63.1918160574278,3284298.91305448 62.869141023024,3284299.47863347 62.8756740348181,3284300.2289358 63.1319712207769,3284301.4460379 63.4652622935828,3284302.09970021 65.6739416957134,3284301.79908447</coordinates></LinearRing></outerBoundaryIs></Polygon>"
35,High,OSBS_008,"<Polygon><outerBoundaryIs><LinearRing><coordinates>63.6157522493158,3284309.97716166 64.1734918213915,3284308.19020221 63.6821300406591,3284308.19448055 63.2742951406399,3284308.38562143 62.9401875990443,3284307.63817134 62.6068966455641,3284306.98450906 62.0320078999503,3284306.80192495 61.2196046346799,3284307.55935802 60.9763736629393,3284307.84286063 60.8191195668769,3284308.59458912 61.1499606519355,3284308.96688798 61.8083762034657,3284309.33633456 62.0597735224292,3284309.99070989 63.6157522493158,3284309.97716166</coordinates></LinearRing></outerBoundaryIs></Polygon>"
