crown_id,confidence,Plot_ID,kmlgeometry
491,High,OSBS_032,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-174.074376524775,3284869.15565243 -174.050717413542,3284865.35730023 -174.221536743338,3284865.10126238 -174.840887202998,3284864.97781898 -175.572094645933,3284864.91970959 -176.470811729028,3284864.99178655 -177.481937390054,3284865.06482688 -177.647792104748,3284865.38812527 -177.808130465331,3284866.35513054 -177.85826676985,3284867.06368976 -177.849992245378,3284868.02925008 -177.791029792337,3284868.35062187 -177.447184534278,3284869.12018023 -176.265239913948,3284869.30317771 -174.074376524775,3284869.15565243</coordinates></LinearRing></outerBoundaryIs></Polygon>"
238,High,OSBS_032,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-179.247502555954,3284855.80989748 -179.13509387424,3284855.80893417 -179.359359594004,3284855.87523148 179.854331288603,3284855.9463454 179.85819280945,3284856.39694021 179.922120184754,3284857.29764818 -179.960506342526,3284857.87602104 -179.734585733793,3284858.00283578 -178.891520791803,3284857.99561091 -177.373452266445,3284858.046977 -175.742975106812,3284858.09738001 -175.182035055826,3284857.96382226 -175.017283385096,3284857.51178254 -175.301614750642,3284857.1279666 -175.136311455048,3284856.74029757 -174.979282386834,3284855.38706824 -175.272439680994,3284853.97332131 -176.566794589162,3284853.79128697 -178.985788210179,3284853.55451515 -179.247502555954,3284855.80989748</coordinates></LinearRing></outerBoundaryIs></Polygon>"
553,High,OSBS_032,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-175.242039930483,3284864.08000082 -174.522416351479,3284862.7863258 -174.016577607428,3284862.7819911 -174.028161455761,3284861.43020667 -174.0981560644,3284859.82142113 -174.106430240208,3284858.85586082 -174.39351960877,3284858.15019143 -175.011215601757,3284858.21986009 -175.798076192033,3284858.22660303 -176.865958423819,3284858.23575424 -177.482551139488,3284858.43416442 -177.648405960703,3284858.7574628 -177.812605872925,3284859.27387325 -178.478231556714,3284860.30958407 -179.032000128878,3284861.27996094 -178.858974073781,3284861.79348147 -177.949775686313,3284862.94444739 -177.378354907327,3284864.03393258 -175.242039930483,3284864.08000082</coordinates></LinearRing></outerBoundaryIs></Polygon>"
220,High,OSBS_032,"<Polygon><outerBoundaryIs><LinearRing><coordinates>177.838633596723,3284850.29858325 177.987387119792,3284847.97979351 177.201077455829,3284848.05090761 176.246154659835,3284848.12346679 175.855482337938,3284848.44869198 175.979476096458,3284849.79951305 176.319460649858,3284850.11847641 177.838633596723,3284850.29858325</coordinates></LinearRing></outerBoundaryIs></Polygon>"
92,High,OSBS_032,"<Polygon><outerBoundaryIs><LinearRing><coordinates>178.81335167517,3284845.97707721 179.255263737054,3284845.07203428 179.870753859461,3284844.74488257 179.978197867866,3284844.16458308 179.972681441344,3284843.52087621 179.800206729735,3284843.07172639 179.402362731402,3284842.56013253 179.004518697271,3284842.04853868 178.047388768988,3284841.86361495 177.204874261224,3284841.9352107 176.591039037681,3284842.45547461 176.202573157905,3284843.03818253 175.872518388322,3284843.87789153 175.934791114414,3284844.58548741 176.107817629003,3284845.09900786 176.618070479657,3284845.60963826 177.520099042333,3284845.9237849 178.81335167517,3284845.97707721</coordinates></LinearRing></outerBoundaryIs></Polygon>"
73,High,OSBS_032,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-174.234403878509,3284843.9218616 -173.79028474912,3284843.27430171 -173.061833923974,3284843.01055783 -172.955492734385,3284842.30151704 -173.019419569289,3284841.40080907 -173.30319964746,3284841.08136377 -174.106058066362,3284839.22135667 -174.445491044607,3284838.96676371 -175.51337510976,3284838.97591475 -176.525054751837,3284838.98458424 -176.971932030108,3284839.31029081 -177.076066502312,3284840.27681438 -177.115722156421,3284842.20841659 -177.053449870262,3284842.91601249 -176.763050240814,3284844.00790594 -174.234403878509,3284843.9218616</coordinates></LinearRing></outerBoundaryIs></Polygon>"
416,High,OSBS_032,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-177.208210824174,3284851.09301622 -176.783399042499,3284848.19248218 -177.12724483537,3284847.42292381 -177.354820503679,3284847.10299696 -177.523433656723,3284847.1044419 -177.971413833497,3284847.30140715 -178.192921568756,3284847.68955786 -178.358776542707,3284848.01285625 -178.916407242068,3284848.53263827 -178.969301792735,3284848.91934405 -178.964337053825,3284849.49868023 -178.848618487536,3284849.88394104 -178.338366081123,3284850.39457165 -177.938867555349,3284851.09927765 -177.208210824174,3284851.09301622</coordinates></LinearRing></outerBoundaryIs></Polygon>"
147,High,OSBS_032,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-174.013387838437,3284850.03563187 -173.284385858686,3284849.83625865 -173.007225234935,3284849.38325572 -172.009888074186,3284847.70094868 -172.352630347828,3284847.06013155 -172.915225785691,3284847.00057709 -174.096621067438,3284846.88194989 -174.378194603371,3284846.81998735 -175.558486689872,3284846.83010168 -176.060464810871,3284847.28503122 -176.277008014033,3284848.25251808 -176.214184176119,3284849.02448467 -175.644417772826,3284849.92085789 -174.013387838437,3284850.03563187</coordinates></LinearRing></outerBoundaryIs></Polygon>"
331,High,OSBS_032,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-168.294275180262,3284854.94353149 -168.205584284966,3284852.17462879 -168.430401714402,3284852.1765552 -169.331877764082,3284851.92677813 -170.231699092546,3284851.87011319 -171.021869675082,3284851.49063165 -171.370679320768,3284850.14173695 -171.878725021204,3284849.88858876 -172.890403667872,3284849.89725796 -173.845326340524,3284849.9698163 -174.405163585499,3284850.23211535 -174.512607811135,3284850.81241479 -174.390821679961,3284851.90575319 -174.043114931788,3284853.12590644 -172.572424517828,3284854.20768581 -171.498474358756,3284854.90661257 -169.866342038091,3284855.15012851 -168.294275180262,3284854.94353149</coordinates></LinearRing></outerBoundaryIs></Polygon>"
623,High,OSBS_032,"<Polygon><outerBoundaryIs><LinearRing><coordinates>-153.995760799386,3284857.46041177 -153.21220914257,3284857.06744627 -152.710230585013,3284856.61251775 -152.265559289372,3284856.02932941 -151.98894948134,3284855.51195633 -151.940465910768,3284854.61028523 -151.891430843913,3284853.77298481 -151.846807628172,3284852.42071893 -151.855079861591,3284851.45515866 -152.085963612888,3284850.74900722 -152.427601669682,3284850.23693087 -152.823789661517,3284849.91844811 -153.219426186406,3284849.66433604 -154.010699290782,3284849.15611196 -154.853764849075,3284849.16333493 -155.468703912804,3284849.55485592 -155.859376970038,3284849.88008011 -156.637965469097,3284850.85238195 -156.910714613157,3284851.82034993 -156.790584747097,3284852.72057643 -156.441776941065,3284854.06947155 -156.211995985708,3284854.64688154 -155.748573604273,3284856.25229634 -155.407487068383,3284856.70000191 -153.995760799386,3284857.46041177</coordinates></LinearRing></outerBoundaryIs></Polygon>"
