crown_id,confidence,Plot_ID,kmlgeometry
506,High,OSBS_025,"<Polygon><outerBoundaryIs><LinearRing><coordinates>56.4805795302382,3285065.1424964 59.1148992853123,3285066.01707982 59.3443928668275,3285065.90954142 59.7121281140717,3285065.80081228 59.8494605991291,3285065.6940677 60.3061748687178,3285065.21510629 60.6720918117207,3285064.89526949 61.2223310088157,3285064.57384509 61.6785908031743,3285064.04210681 61.859731000266,3285063.67108074 61.9920631842688,3285062.98379001 62.0760419363505,3285062.03301157 62.158656978514,3285060.92390235 62.1075760684907,3285060.34375308 61.7371131525724,3285060.13582058 61.0454499249463,3285060.08899719 60.492483004753,3285060.09376005 59.7538300154265,3285059.94177979 59.4764373734943,3285059.8386074 58.9207428931841,3285059.52670879 57.5803147192346,3285059.063227 57.2134884638945,3285059.27751005 56.2498877063044,3285059.76083772 55.9820417292649,3285060.76598084 55.8483460624702,3285061.29494087 55.8592566015432,3285062.56158707 55.8236319762073,3285063.77585328 56.4805795302382,3285065.1424964</coordinates></LinearRing></outerBoundaryIs></Polygon>"
288,Medium,OSBS_025,"<Polygon><outerBoundaryIs><LinearRing><coordinates>60.2884943792014,3285047.1114305 61.0216932509793,3285046.63008773 61.0645918328082,3285046.26025236 61.1070358395809,3285045.83764007 61.0564094189904,3285045.31026773 61.0094196239952,3285045.20511079 60.6854914168362,3285045.04955834 60.4541790630319,3285044.94598901 60.0859885322861,3285045.00194117 59.7173434201395,3285045.00511643 59.3035268433741,3285045.11424245 59.0735782379634,3285045.16900392 58.8481755240355,3285045.75153464 58.8509030580171,3285046.06819618 58.8559035375365,3285046.64874234 59.1816500771092,3285047.01540244 60.2884943792014,3285047.1114305</coordinates></LinearRing></outerBoundaryIs></Polygon>"
574,High,OSBS_025,"<Polygon><outerBoundaryIs><LinearRing><coordinates>56.7471048290608,3285047.93364664 57.1554661131813,3285047.19119743 57.6144540348905,3285046.97612056 57.9342908920953,3285046.6566806 57.4214941900573,3285045.97494667 56.954778065905,3285045.29281584 56.4456180449924,3285045.03329734 55.7539538544952,3285044.98647425 55.1562693589367,3285045.14996505 55.0681995430496,3285045.62575122 55.0718363974593,3285046.04796661 54.9855850220192,3285046.73486048 55.1739990091301,3285047.20826509 55.7780478460481,3285047.78365123 56.7471048290608,3285047.93364664</coordinates></LinearRing></outerBoundaryIs></Polygon>"
552,High,OSBS_025,"<Polygon><outerBoundaryIs><LinearRing><coordinates>57.8894074255368,3285052.14627455 58.9009078895906,3285051.87365782 58.7581201533903,3285051.34707932 59.855417747749,3285050.33479192 59.4831361175166,3285049.9157518 59.2509146735538,3285049.70662865 58.8781784106977,3285049.23481162 58.5095334381331,3285049.23798691 58.0487272219034,3285049.24195605 57.4045077095507,3285049.35306673 56.945974489674,3285049.62092053 56.6256831479259,3285049.88758359 56.3044826192199,3285050.04869282 56.0772617468028,3285050.4201159 55.9431113268947,3285050.89629899 55.9458389482461,3285051.21296054 56.0899906283594,3285051.89786978 56.6917661703774,3285052.20937135 57.8894074255368,3285052.14627455</coordinates></LinearRing></outerBoundaryIs></Polygon>"
108,High,OSBS_025,"<Polygon><outerBoundaryIs><LinearRing><coordinates>51.7890366080101,3285050.14036902 52.985314222693,3285049.91894093 52.9830411361763,3285049.6550563 53.0250302034547,3285049.17966704 52.9694026205689,3285048.07174857 52.3238192201825,3285048.02452876 51.4464688042062,3285047.82096292 50.8013400083291,3285047.82652013 50.3875236110762,3285047.93564648 50.0225156376255,3285048.36103746 49.9818905868451,3285048.9947575 49.9850730063044,3285049.36419598 50.4531532932888,3285050.2046573 51.7890366080101,3285050.14036902</coordinates></LinearRing></outerBoundaryIs></Polygon>"
64,High,OSBS_025,"<Polygon><outerBoundaryIs><LinearRing><coordinates>51.7923827147461,3285045.17894117 52.7518930189544,3285044.22062083 52.9353063578019,3285044.11347924 53.4408295918256,3285043.95078219 53.8532823272399,3285043.68332518 53.9860689246561,3285043.0488113 53.9842504789121,3285042.8377036 53.8852700045099,3285042.04684361 53.8825423340313,3285041.73018206 53.8310063381214,3285041.09725591 53.5996938333265,3285040.99368672 53.2305939687649,3285040.94408526 52.6785353266168,3285041.05440232 52.4038698645309,3285041.26789164 52.1296590352431,3285041.53415789 51.9015288697556,3285041.8000272 51.3982786735287,3285042.22660894 51.1696939149988,3285042.43970134 50.7120697984938,3285042.81310925 50.4378590449924,3285043.07937554 50.2621744064963,3285044.08372489 50.8192337721121,3285044.55395386 51.7923827147461,3285045.17894117</coordinates></LinearRing></outerBoundaryIs></Polygon>"
94,High,OSBS_025,"<Polygon><outerBoundaryIs><LinearRing><coordinates>44.8319328959915,3285044.97499667 45.4232521395897,3285044.07262837 45.927865980193,3285043.80437713 46.1080967227463,3285043.32779695 46.0113889385248,3285042.80082163 46.0059331507073,3285042.16749854 45.9516688145814,3285041.21791086 45.9046788599808,3285041.11275397 45.7189922832767,3285040.95601106 45.2572764061624,3285040.85442686 44.7964698300348,3285040.85839654 43.8744020180893,3285040.81355902 43.4619493993814,3285041.0810164 43.0973961062264,3285041.55918452 43.0978507688269,3285041.61196145 43.0116000787821,3285042.29885542 42.8819967362215,3285043.30280793 42.8833607278648,3285043.4611387 42.9823419736931,3285044.25199862 43.0316052612034,3285044.62104012 43.5882102566538,3285045.03849182 44.8319328959915,3285044.97499667</coordinates></LinearRing></outerBoundaryIs></Polygon>"
17,High,OSBS_025,"<Polygon><outerBoundaryIs><LinearRing><coordinates>35.964443169185,3285042.72903345 35.8874431635486,3285039.14059953 35.794827135338,3285039.08861661 35.6105044712313,3285039.09020464 35.1501525115455,3285039.14695163 34.5967298200121,3285039.09893882 34.0433071215521,3285039.05092603 33.2599357952131,3285039.05767527 32.7562314422103,3285039.43148093 32.2548006885918,3285040.06917125 32.0284898077953,3285040.54614868 31.8500784677453,3285041.2338368 31.9481510801124,3285041.91914279 32.7862423815532,3285042.91475803 34.5373070980422,3285042.89967148 35.964443169185,3285042.72903345</coordinates></LinearRing></outerBoundaryIs></Polygon>"
5,High,OSBS_025,"<Polygon><outerBoundaryIs><LinearRing><coordinates>63.7297704117373,3285075.47508454 64.274357330869,3285074.32730646 64.3852436658926,3285074.32635139 64.7146211192012,3285073.94248529 65.0418109027669,3285073.3046186 64.8189443658339,3285073.17952841 64.7058703233488,3285072.92648286 64.3732112792786,3285072.92934805 63.5981007048977,3285073.06303382 62.9327826243825,3285073.06876427 62.1587659517536,3285073.32945045 61.8304824467632,3285073.84031693 61.9479320732062,3285074.60136368 62.0631939265877,3285075.10840981 62.7306996326661,3285075.35667992 63.7297704117373,3285075.47508454</coordinates></LinearRing></outerBoundaryIs></Polygon>"
57,High,OSBS_025,"<Polygon><outerBoundaryIs><LinearRing><coordinates>63.8601179759135,3285071.20151133 64.40581127326,3285070.35231783 64.6357593780849,3285070.29755645 64.9122425827663,3285070.29517511 65.6472583252471,3285070.02494029 66.1044272072613,3285069.59875604 66.099881620321,3285069.0709868 66.0488009338151,3285068.49083751 66.0415279938607,3285067.64640671 66.3143748054281,3285067.22181001 66.7724529425614,3285066.90117965 66.9517750372179,3285066.31904595 66.9449567252886,3285065.52739209 66.984673525556,3285064.78811826 67.1160968997865,3285063.99527376 66.7935329796164,3285063.99805192 66.4248885004781,3285064.00122697 66.2405662601814,3285064.0028145 65.5954384199576,3285064.00837087 65.0885522583849,3285064.01273662 64.5816660988494,3285064.0171024 64.0775073407567,3285064.33812974 63.3922083768412,3285065.03018316 63.1189070444088,3285065.402003 62.6617380933603,3285065.82818737 62.1589432026958,3285066.30754558 62.0243381693144,3285066.73095168 61.8500166975427,3285067.89363163 61.8568353758892,3285068.68528551 61.863199477084,3285069.42416246 62.0132601232035,3285070.79517182 62.2450265174266,3285070.95151809 63.8601179759135,3285071.20151133</coordinates></LinearRing></outerBoundaryIs></Polygon>"
48,High,OSBS_025,"<Polygon><outerBoundaryIs><LinearRing><coordinates>70.8255506490241,3285071.98601341 71.5623845398659,3285071.92688667 71.6075560004683,3285071.82093596 72.2029666114249,3285071.39356138 72.8905383300735,3285070.96539312 73.6260087241535,3285070.74793575 73.8536842474714,3285070.42928994 73.8979466919554,3285070.21778539 73.8897652957821,3285069.26780076 73.8879472080735,3285069.05669306 73.8806748581701,3285068.21226228 74.0116441461141,3285067.36664094 73.9605638671201,3285066.78649162 73.6790808333317,3285066.20832657 73.3077092880849,3285065.89483985 72.5676932991482,3285065.58452799 72.2437658417039,3285065.42897522 71.6415369234746,3285065.06469593 70.9498740637209,3285065.01787193 70.3526449953206,3285065.23413887 69.9880914175301,3285065.71230612 69.5783664030023,3285066.2964241 69.3963169152848,3285066.5618962 68.8994308698457,3285067.72735412 68.4048176689539,3285069.15669669 68.365555351309,3285069.94874743 69.1128438990563,3285071.10348981 70.8255506490241,3285071.98601341</coordinates></LinearRing></outerBoundaryIs></Polygon>"
63,High,OSBS_025,"<Polygon><outerBoundaryIs><LinearRing><coordinates>65.2934996257536,3285061.05524442 67.9652637127438,3285060.92667149 67.9625364217791,3285060.61000994 67.9611727764132,3285060.45167917 68.0835053314804,3285058.6032962 68.0766871188534,3285057.81164235 68.1182222322095,3285057.28347623 68.1570300692692,3285056.43864858 68.153848241549,3285056.06921011 68.0995858036913,3285055.11962236 67.8682737253839,3285055.01605289 67.3613871604321,3285055.02041852 66.8084199980367,3285055.02518106 65.9328886558069,3285055.0327218 65.7485662676045,3285055.03430934 65.0582664348767,3285055.14581646 64.6006424132502,3285055.51922381 64.3264316671994,3285055.78548976 63.8692622617818,3285056.21167406 63.5539712124737,3285057.05888309 63.6529509145184,3285057.84974317 63.7049408862367,3285058.53544629 63.7560217172722,3285059.11559557 63.7614765343606,3285059.74891866 64.3208073865389,3285060.4830329 65.2934996257536,3285061.05524442</coordinates></LinearRing></outerBoundaryIs></Polygon>"
169,High,OSBS_025,"<Polygon><outerBoundaryIs><LinearRing><coordinates>68.9694908902748,3285059.80962487 69.9846271984861,3285059.95922453 70.030253236182,3285059.90605074 70.1653132004431,3285059.53542167 70.4846954921959,3285059.16320515 70.8980571049033,3285059.0013026 71.4971046443097,3285058.9961434 71.8183051150991,3285058.83503461 71.9538196814829,3285058.51718249 72.0409810286365,3285057.93584262 71.9889915678068,3285057.25013947 71.8028510996955,3285057.04061921 71.6637002744246,3285056.93625594 71.478923388815,3285056.88506646 70.736179553438,3285056.25809316 70.3205451567192,3285056.15611109 70.000253703678,3285056.42277377 69.5882556276047,3285056.74300712 69.08546002605,3285057.22236499 68.9590363897732,3285058.59575562 68.9613091070205,3285058.85964024 68.9694908902748,3285059.80962487</coordinates></LinearRing></outerBoundaryIs></Polygon>"
480,High,OSBS_025,"<Polygon><outerBoundaryIs><LinearRing><coordinates>68.4793112308835,3285051.05222739 71.8870039482717,3285050.75897476 71.8870039482717,3285050.75897476 71.9285392816528,3285050.23080867 71.9280847536866,3285050.17803175 71.9691655646311,3285049.59708874 72.00615563459,3285048.54115343 72.0864991826238,3285047.16815972 72.0322370691574,3285046.21857197 71.7083090551314,3285046.0630192 71.4313707252149,3285046.01262343 70.9244837578735,3285046.01698889 69.8632655733381,3285045.86778599 69.448085324897,3285045.81858087 68.2043627363164,3285045.88207328 67.9785050249193,3285046.41182688 67.8466267819167,3285047.15189442 67.8498086094041,3285047.52133288 67.8146371121984,3285048.78837591 67.8200916788774,3285049.42169899 67.6873043946107,3285050.0562127 68.4793112308835,3285051.05222739</coordinates></LinearRing></outerBoundaryIs></Polygon>"
